ENSG00000157933	SKI	Gene Expression
ENSG00000157916	RER1	Gene Expression
ENSG00000157911	PEX10	Gene Expression
ENSG00000149527	PLCH2	Gene Expression
ENSG00000157881	PANK4	Gene Expression
ENSG00000197921	HES5	Gene Expression
ENSG00000157873	TNFRSF14	Gene Expression
ENSG00000157870	PRXL2B	Gene Expression
ENSG00000142606	MMEL1	Gene Expression
ENSG00000169717	ACTRT2	Gene Expression
ENSG00000142611	PRDM16	Gene Expression
ENSG00000130762	ARHGEF16	Gene Expression
ENSG00000162591	MEGF6	Gene Expression
ENSG00000158109	TPRG1L	Gene Expression
ENSG00000116213	WRAP73	Gene Expression
ENSG00000078900	TP73	Gene Expression
ENSG00000162592	CCDC27	Gene Expression
ENSG00000235169	SMIM1	Gene Expression
ENSG00000130764	LRRC47	Gene Expression
ENSG00000116198	CEP104	Gene Expression
ENSG00000169598	DFFB	Gene Expression
ENSG00000198912	C1orf174	Gene Expression
ENSG00000196581	AJAP1	Gene Expression
ENSG00000131697	NPHP4	Gene Expression
ENSG00000069424	KCNAB2	Gene Expression
ENSG00000116254	CHD5	Gene Expression
ENSG00000158286	RNF207	Gene Expression
ENSG00000116237	ICMT	Gene Expression
ENSG00000158292	GPR153	Gene Expression
ENSG00000097021	ACOT7	Gene Expression
ENSG00000069812	HES2	Gene Expression
ENSG00000187017	ESPN	Gene Expression
ENSG00000215788	TNFRSF25	Gene Expression
ENSG00000171680	PLEKHG5	Gene Expression
ENSG00000162408	NOL9	Gene Expression
ENSG00000173662	TAS1R1	Gene Expression
ENSG00000204859	ZBTB48	Gene Expression
ENSG00000162413	KLHL21	Gene Expression
ENSG00000116273	PHF13	Gene Expression
ENSG00000041988	THAP3	Gene Expression
ENSG00000007923	DNAJC11	Gene Expression
ENSG00000171735	CAMTA1	Gene Expression
ENSG00000049245	VAMP3	Gene Expression
ENSG00000049246	PER3	Gene Expression
ENSG00000049247	UTS2	Gene Expression
ENSG00000049249	TNFRSF9	Gene Expression
ENSG00000116285	ERRFI1	Gene Expression
ENSG00000162426	SLC45A1	Gene Expression
ENSG00000142599	RERE	Gene Expression
ENSG00000074800	ENO1	Gene Expression
ENSG00000131686	CA6	Gene Expression
ENSG00000197241	SLC2A7	Gene Expression
ENSG00000142583	SLC2A5	Gene Expression
ENSG00000180758	GPR157	Gene Expression
ENSG00000049239	H6PD	Gene Expression
ENSG00000171621	SPSB1	Gene Expression
ENSG00000171612	SLC25A33	Gene Expression
ENSG00000188807	TMEM201	Gene Expression
ENSG00000171608	PIK3CD	Gene Expression
ENSG00000171603	CLSTN1	Gene Expression
ENSG00000178585	CTNNBIP1	Gene Expression
ENSG00000162441	LZIC	Gene Expression
ENSG00000173614	NMNAT1	Gene Expression
ENSG00000162444	RBP7	Gene Expression
ENSG00000130939	UBE4B	Gene Expression
ENSG00000054523	KIF1B	Gene Expression
ENSG00000142657	PGD	Gene Expression
ENSG00000175279	CENPS	Gene Expression
ENSG00000241563	CORT	Gene Expression
ENSG00000160049	DFFA	Gene Expression
ENSG00000142655	PEX14	Gene Expression
ENSG00000130940	CASZ1	Gene Expression
ENSG00000175262	C1orf127	Gene Expression
ENSG00000009724	MASP2	Gene Expression
ENSG00000116649	SRM	Gene Expression
ENSG00000171824	EXOSC10	Gene Expression
ENSG00000198793	MTOR	Gene Expression
ENSG00000171819	ANGPTL7	Gene Expression
ENSG00000120942	UBIAD1	Gene Expression
ENSG00000204624	DISP3	Gene Expression
ENSG00000116661	FBXO2	Gene Expression
ENSG00000132879	FBXO44	Gene Expression
ENSG00000116663	FBXO6	Gene Expression
ENSG00000116670	MAD2L2	Gene Expression
ENSG00000162490	DRAXIN	Gene Expression
ENSG00000177674	AGTRAP	Gene Expression
ENSG00000215910	C1orf167	Gene Expression
ENSG00000177000	MTHFR	Gene Expression
ENSG00000011021	CLCN6	Gene Expression
ENSG00000175206	NPPA	Gene Expression
ENSG00000120937	NPPB	Gene Expression
ENSG00000116685	KIAA2013	Gene Expression
ENSG00000083444	PLOD1	Gene Expression
ENSG00000116688	MFN2	Gene Expression
ENSG00000116691	MIIP	Gene Expression
ENSG00000120949	TNFRSF8	Gene Expression
ENSG00000028137	TNFRSF1B	Gene Expression
ENSG00000048707	VPS13D	Gene Expression
ENSG00000162496	DHRS3	Gene Expression
ENSG00000204518	AADACL4	Gene Expression
ENSG00000188984	AADACL3	Gene Expression
ENSG00000157330	C1orf158	Gene Expression
ENSG00000116726	PRAMEF12	Gene Expression
ENSG00000116721	PRAMEF1	Gene Expression
ENSG00000239810	PRAMEF11	Gene Expression
ENSG00000120952	PRAMEF2	Gene Expression
ENSG00000243073	PRAMEF4	Gene Expression
ENSG00000187545	PRAMEF10	Gene Expression
ENSG00000232423	PRAMEF6	Gene Expression
ENSG00000274764	PRAMEF27	Gene Expression
ENSG00000277058	HNRNPCL3	Gene Expression
ENSG00000275774	HNRNPCL2	Gene Expression
ENSG00000279169	PRAMEF13	Gene Expression
ENSG00000279804	PRAMEF18	Gene Expression
ENSG00000182330	PRAMEF8	Gene Expression
ENSG00000237700	PRAMEF33	Gene Expression
ENSG00000204501	PRAMEF15	Gene Expression
ENSG00000204481	PRAMEF14	Gene Expression
ENSG00000204480	PRAMEF19	Gene Expression
ENSG00000204478	PRAMEF20	Gene Expression
ENSG00000162494	LRRC38	Gene Expression
ENSG00000162493	PDPN	Gene Expression
ENSG00000116731	PRDM2	Gene Expression
ENSG00000189337	KAZN	Gene Expression
ENSG00000171729	TMEM51	Gene Expression
ENSG00000142621	FHAD1	Gene Expression
ENSG00000142634	EFHD2	Gene Expression
ENSG00000162438	CTRC	Gene Expression
ENSG00000142615	CELA2A	Gene Expression
ENSG00000215704	CELA2B	Gene Expression
ENSG00000132906	CASP9	Gene Expression
ENSG00000116138	DNAJC16	Gene Expression
ENSG00000116771	AGMAT	Gene Expression
ENSG00000197312	DDI2	Gene Expression
ENSG00000116786	PLEKHM2	Gene Expression
ENSG00000162461	SLC25A34	Gene Expression
ENSG00000162460	TMEM82	Gene Expression
ENSG00000162458	FBLIM1	Gene Expression
ENSG00000233954	UQCRHL	Gene Expression
ENSG00000065526	SPEN	Gene Expression
ENSG00000116809	ZBTB17	Gene Expression
ENSG00000183888	SRARP	Gene Expression
ENSG00000173641	HSPB7	Gene Expression
ENSG00000186510	CLCNKA	Gene Expression
ENSG00000184908	CLCNKB	Gene Expression
ENSG00000185519	FAM131C	Gene Expression
ENSG00000142627	EPHA2	Gene Expression
ENSG00000142632	ARHGEF19	Gene Expression
ENSG00000132881	CPLANE2	Gene Expression
ENSG00000037637	FBXO42	Gene Expression
ENSG00000055070	SZRD1	Gene Expression
ENSG00000187144	SPATA21	Gene Expression
ENSG00000157191	NECAP2	Gene Expression
ENSG00000219481	NBPF1	Gene Expression
ENSG00000058453	CROCC	Gene Expression
ENSG00000117122	MFAP2	Gene Expression
ENSG00000159363	ATP13A2	Gene Expression
ENSG00000117118	SDHB	Gene Expression
ENSG00000117115	PADI2	Gene Expression
ENSG00000142623	PADI1	Gene Expression
ENSG00000142619	PADI3	Gene Expression
ENSG00000159339	PADI4	Gene Expression
ENSG00000276747	PADI6	Gene Expression
ENSG00000179051	RCC2	Gene Expression
ENSG00000074964	ARHGEF10L	Gene Expression
ENSG00000117148	ACTL8	Gene Expression
ENSG00000117154	IGSF21	Gene Expression
ENSG00000179023	KLHDC7A	Gene Expression
ENSG00000009709	PAX7	Gene Expression
ENSG00000179002	TAS1R2	Gene Expression
ENSG00000159423	ALDH4A1	Gene Expression
ENSG00000169991	IFFO2	Gene Expression
ENSG00000127481	UBR4	Gene Expression
ENSG00000127463	EMC1	Gene Expression
ENSG00000053372	MRTO4	Gene Expression
ENSG00000053371	AKR7A2	Gene Expression
ENSG00000040487	SLC66A1	Gene Expression
ENSG00000077549	CAPZB	Gene Expression
ENSG00000173436	MICOS10	Gene Expression
ENSG00000158747	NBL1	Gene Expression
ENSG00000158748	HTR6	Gene Expression
ENSG00000162542	TMCO4	Gene Expression
ENSG00000178828	RNF186	Gene Expression
ENSG00000169914	OTUD3	Gene Expression
ENSG00000188784	PLA2G2E	Gene Expression
ENSG00000188257	PLA2G2A	Gene Expression
ENSG00000127472	PLA2G5	Gene Expression
ENSG00000117215	PLA2G2D	Gene Expression
ENSG00000158786	PLA2G2F	Gene Expression
ENSG00000187980	PLA2G2C	Gene Expression
ENSG00000162543	UBXN10	Gene Expression
ENSG00000158816	VWA5B1	Gene Expression
ENSG00000162545	CAMK2N1	Gene Expression
ENSG00000090432	MUL1	Gene Expression
ENSG00000183114	FAM43B	Gene Expression
ENSG00000158825	CDA	Gene Expression
ENSG00000158828	PINK1	Gene Expression
ENSG00000244038	DDOST	Gene Expression
ENSG00000117245	KIF17	Gene Expression
ENSG00000189410	SH2D5	Gene Expression
ENSG00000127483	HP1BP3	Gene Expression
ENSG00000075151	EIF4G3	Gene Expression
ENSG00000117298	ECE1	Gene Expression
ENSG00000142794	NBPF3	Gene Expression
ENSG00000162551	ALPL	Gene Expression
ENSG00000076864	RAP1GAP	Gene Expression
ENSG00000090686	USP48	Gene Expression
ENSG00000142798	HSPG2	Gene Expression
ENSG00000219073	CELA3B	Gene Expression
ENSG00000142789	CELA3A	Gene Expression
ENSG00000162552	WNT4	Gene Expression
ENSG00000184677	ZBTB40	Gene Expression
ENSG00000070886	EPHA8	Gene Expression
ENSG00000173372	C1QA	Gene Expression
ENSG00000159189	C1QC	Gene Expression
ENSG00000173369	C1QB	Gene Expression
ENSG00000133216	EPHB2	Gene Expression
ENSG00000215906	LACTBL1	Gene Expression
ENSG00000227868	TEX46	Gene Expression
ENSG00000004487	KDM1A	Gene Expression
ENSG00000169641	LUZP1	Gene Expression
ENSG00000179546	HTR1D	Gene Expression
ENSG00000125944	HNRNPR	Gene Expression
ENSG00000125945	ZNF436	Gene Expression
ENSG00000204219	TCEA3	Gene Expression
ENSG00000088280	ASAP3	Gene Expression
ENSG00000007968	E2F2	Gene Expression
ENSG00000117318	ID3	Gene Expression
ENSG00000011007	ELOA	Gene Expression
ENSG00000057757	PITHD1	Gene Expression
ENSG00000117308	GALE	Gene Expression
ENSG00000117305	HMGCL	Gene Expression
ENSG00000179163	FUCA1	Gene Expression
ENSG00000188822	CNR2	Gene Expression
ENSG00000189266	PNRC2	Gene Expression
ENSG00000188529	SRSF10	Gene Expression
ENSG00000142661	MYOM3	Gene Expression
ENSG00000142677	IL22RA1	Gene Expression
ENSG00000185436	IFNLR1	Gene Expression
ENSG00000158055	GRHL3	Gene Expression
ENSG00000001460	STPG1	Gene Expression
ENSG00000001461	NIPAL3	Gene Expression
ENSG00000117602	RCAN3	Gene Expression
ENSG00000184454	NCMAP	Gene Expression
ENSG00000133226	SRRM1	Gene Expression
ENSG00000169504	CLIC4	Gene Expression
ENSG00000020633	RUNX3	Gene Expression
ENSG00000117614	SYF2	Gene Expression
ENSG00000117616	RSRP1	Gene Expression
ENSG00000187010	RHD	Gene Expression
ENSG00000183726	TMEM50A	Gene Expression
ENSG00000188672	RHCE	Gene Expression
ENSG00000204178	MACO1	Gene Expression
ENSG00000157978	LDLRAP1	Gene Expression
ENSG00000117643	MAN1C1	Gene Expression
ENSG00000162430	SELENON	Gene Expression
ENSG00000117640	MTFR1L	Gene Expression
ENSG00000127423	AUNIP	Gene Expression
ENSG00000182749	PAQR7	Gene Expression
ENSG00000117632	STMN1	Gene Expression
ENSG00000158006	PAFAH2	Gene Expression
ENSG00000158008	EXTL1	Gene Expression
ENSG00000158014	SLC30A2	Gene Expression
ENSG00000158022	TRIM63	Gene Expression
ENSG00000175087	PDIK1L	Gene Expression
ENSG00000197245	FAM110D	Gene Expression
ENSG00000282872	C1orf232	Gene Expression
ENSG00000236782	AL391650.1	Gene Expression
ENSG00000142684	ZNF593	Gene Expression
ENSG00000142675	CNKSR1	Gene Expression
ENSG00000188782	CATSPER4	Gene Expression
ENSG00000130695	CEP85	Gene Expression
ENSG00000142669	SH3BGRL3	Gene Expression
ENSG00000158062	UBXN11	Gene Expression
ENSG00000169442	CD52	Gene Expression
ENSG00000176092	CRYBG2	Gene Expression
ENSG00000176083	ZNF683	Gene Expression
ENSG00000131914	LIN28A	Gene Expression
ENSG00000117682	DHDDS	Gene Expression
ENSG00000117713	ARID1A	Gene Expression
ENSG00000060642	PIGV	Gene Expression
ENSG00000204160	ZDHHC18	Gene Expression
ENSG00000175793	SFN	Gene Expression
ENSG00000142751	GPN2	Gene Expression
ENSG00000198746	GPATCH3	Gene Expression
ENSG00000090273	NUDC	Gene Expression
ENSG00000131910	NR0B2	Gene Expression
ENSG00000175707	KDF1	Gene Expression
ENSG00000253368	TRNP1	Gene Expression
ENSG00000158246	TENT5B	Gene Expression
ENSG00000090020	SLC9A1	Gene Expression
ENSG00000142784	WDTC1	Gene Expression
ENSG00000186501	TMEM222	Gene Expression
ENSG00000142765	SYTL1	Gene Expression
ENSG00000142733	MAP3K6	Gene Expression
ENSG00000142748	FCN3	Gene Expression
ENSG00000174950	CD164L2	Gene Expression
ENSG00000181773	GPR3	Gene Expression
ENSG00000158195	WASF2	Gene Expression
ENSG00000126705	AHDC1	Gene Expression
ENSG00000000938	FGR	Gene Expression
ENSG00000126709	IFI6	Gene Expression
ENSG00000009780	FAM76A	Gene Expression
ENSG00000117758	STX12	Gene Expression
ENSG00000117751	PPP1R8	Gene Expression
ENSG00000130775	THEMIS2	Gene Expression
ENSG00000117748	RPA2	Gene Expression
ENSG00000130768	SMPDL3B	Gene Expression
ENSG00000158156	XKR8	Gene Expression
ENSG00000158161	EYA3	Gene Expression
ENSG00000169403	PTAFR	Gene Expression
ENSG00000126698	DNAJC8	Gene Expression
ENSG00000130770	ATP5IF1	Gene Expression
ENSG00000130766	SESN2	Gene Expression
ENSG00000130772	MED18	Gene Expression
ENSG00000204138	PHACTR4	Gene Expression
ENSG00000180198	RCC1	Gene Expression
ENSG00000180098	TRNAU1AP	Gene Expression
ENSG00000120656	TAF12	Gene Expression
ENSG00000188060	RAB42	Gene Expression
ENSG00000162419	GMEB1	Gene Expression
ENSG00000198492	YTHDF2	Gene Expression
ENSG00000116329	OPRD1	Gene Expression
ENSG00000159023	EPB41	Gene Expression
ENSG00000253304	TMEM200B	Gene Expression
ENSG00000116350	SRSF4	Gene Expression
ENSG00000116353	MECR	Gene Expression
ENSG00000060656	PTPRU	Gene Expression
ENSG00000162510	MATN1	Gene Expression
ENSG00000162511	LAPTM5	Gene Expression
ENSG00000162512	SDC3	Gene Expression
ENSG00000134644	PUM1	Gene Expression
ENSG00000084628	NKAIN1	Gene Expression
ENSG00000060688	SNRNP40	Gene Expression
ENSG00000121766	ZCCHC17	Gene Expression
ENSG00000121769	FABP3	Gene Expression
ENSG00000168528	SERINC2	Gene Expression
ENSG00000142910	TINAGL1	Gene Expression
ENSG00000121764	HCRTR1	Gene Expression
ENSG00000162517	PEF1	Gene Expression
ENSG00000084636	COL16A1	Gene Expression
ENSG00000121753	ADGRB2	Gene Expression
ENSG00000134668	SPOCD1	Gene Expression
ENSG00000121774	KHDRBS1	Gene Expression
ENSG00000121775	TMEM39B	Gene Expression
ENSG00000025800	KPNA6	Gene Expression
ENSG00000084652	TXLNA	Gene Expression
ENSG00000160050	CCDC28B	Gene Expression
ENSG00000160051	IQCC	Gene Expression
ENSG00000222046	DCDC2B	Gene Expression
ENSG00000160055	TMEM234	Gene Expression
ENSG00000084623	EIF3I	Gene Expression
ENSG00000183615	FAM167B	Gene Expression
ENSG00000182866	LCK	Gene Expression
ENSG00000116478	HDAC1	Gene Expression
ENSG00000175130	MARCKSL1	Gene Expression
ENSG00000162526	TSSK3	Gene Expression
ENSG00000225828	FAM229A	Gene Expression
ENSG00000160058	BSDC1	Gene Expression
ENSG00000273274	ZBTB8B	Gene Expression
ENSG00000160062	ZBTB8A	Gene Expression
ENSG00000162521	RBBP4	Gene Expression
ENSG00000162520	SYNC	Gene Expression
ENSG00000162522	KIAA1522	Gene Expression
ENSG00000134684	YARS	Gene Expression
ENSG00000116497	S100PBP	Gene Expression
ENSG00000160097	FNDC5	Gene Expression
ENSG00000121905	HPCA	Gene Expression
ENSG00000121900	TMEM54	Gene Expression
ENSG00000116514	RNF19B	Gene Expression
ENSG00000142920	AZIN2	Gene Expression
ENSG00000116525	TRIM62	Gene Expression
ENSG00000160094	ZNF362	Gene Expression
ENSG00000184389	A3GALT2	Gene Expression
ENSG00000134686	PHC2	Gene Expression
ENSG00000121903	ZSCAN20	Gene Expression
ENSG00000121904	CSMD2	Gene Expression
ENSG00000176256	HMGB4	Gene Expression
ENSG00000142698	C1orf94	Gene Expression
ENSG00000163866	SMIM12	Gene Expression
ENSG00000189280	GJB5	Gene Expression
ENSG00000189433	GJB4	Gene Expression
ENSG00000188910	GJB3	Gene Expression
ENSG00000187513	GJA4	Gene Expression
ENSG00000116544	DLGAP3	Gene Expression
ENSG00000243749	TMEM35B	Gene Expression
ENSG00000163867	ZMYM6	Gene Expression
ENSG00000197056	ZMYM1	Gene Expression
ENSG00000116560	SFPQ	Gene Expression
ENSG00000146463	ZMYM4	Gene Expression
ENSG00000142687	KIAA0319L	Gene Expression
ENSG00000020129	NCDN	Gene Expression
ENSG00000116819	TFAP2E	Gene Expression
ENSG00000126067	PSMB2	Gene Expression
ENSG00000142686	C1orf216	Gene Expression
ENSG00000092853	CLSPN	Gene Expression
ENSG00000134698	AGO4	Gene Expression
ENSG00000092847	AGO1	Gene Expression
ENSG00000126070	AGO3	Gene Expression
ENSG00000092850	TEKT2	Gene Expression
ENSG00000116863	ADPRHL2	Gene Expression
ENSG00000171812	COL8A2	Gene Expression
ENSG00000054116	TRAPPC3	Gene Expression
ENSG00000116871	MAP7D1	Gene Expression
ENSG00000054118	THRAP3	Gene Expression
ENSG00000214193	SH3D21	Gene Expression
ENSG00000142694	EVA1B	Gene Expression
ENSG00000196182	STK40	Gene Expression
ENSG00000181817	LSM10	Gene Expression
ENSG00000116885	OSCP1	Gene Expression
ENSG00000119535	CSF3R	Gene Expression
ENSG00000163873	GRIK3	Gene Expression
ENSG00000163874	ZC3H12A	Gene Expression
ENSG00000163875	MEAF6	Gene Expression
ENSG00000163877	SNIP1	Gene Expression
ENSG00000163879	DNALI1	Gene Expression
ENSG00000134697	GNL2	Gene Expression
ENSG00000169218	RSPO1	Gene Expression
ENSG00000116922	C1orf109	Gene Expression
ENSG00000134690	CDCA8	Gene Expression
ENSG00000183317	EPHA10	Gene Expression
ENSG00000185090	MANEAL	Gene Expression
ENSG00000196449	YRDC	Gene Expression
ENSG00000197982	C1orf122	Gene Expression
ENSG00000188786	MTF1	Gene Expression
ENSG00000204084	INPP5B	Gene Expression
ENSG00000183431	SF3A3	Gene Expression
ENSG00000183386	FHL3	Gene Expression
ENSG00000183520	UTP11	Gene Expression
ENSG00000185668	POU3F1	Gene Expression
ENSG00000116954	RRAGC	Gene Expression
ENSG00000214114	MYCBP	Gene Expression
ENSG00000131233	GJA9	Gene Expression
ENSG00000158315	RHBDL2	Gene Expression
ENSG00000174574	AKIRIN1	Gene Expression
ENSG00000168653	NDUFS5	Gene Expression
ENSG00000127603	MACF1	Gene Expression
ENSG00000183682	BMP8A	Gene Expression
ENSG00000090621	PABPC4	Gene Expression
ENSG00000163909	HEYL	Gene Expression
ENSG00000116981	NT5C1A	Gene Expression
ENSG00000116983	HPCAL4	Gene Expression
ENSG00000084072	PPIE	Gene Expression
ENSG00000116985	BMP8B	Gene Expression
ENSG00000198754	OXCT2	Gene Expression
ENSG00000043514	TRIT1	Gene Expression
ENSG00000116990	MYCL	Gene Expression
ENSG00000168389	MFSD2A	Gene Expression
ENSG00000131236	CAP1	Gene Expression
ENSG00000131238	PPT1	Gene Expression
ENSG00000117000	RLF	Gene Expression
ENSG00000188800	TMCO2	Gene Expression
ENSG00000084073	ZMPSTE24	Gene Expression
ENSG00000049089	COL9A2	Gene Expression
ENSG00000084070	SMAP2	Gene Expression
ENSG00000187801	ZFP69B	Gene Expression
ENSG00000187815	ZFP69	Gene Expression
ENSG00000164002	EXO5	Gene Expression
ENSG00000117010	ZNF684	Gene Expression
ENSG00000117016	RIMS3	Gene Expression
ENSG00000066136	NFYC	Gene Expression
ENSG00000117013	KCNQ4	Gene Expression
ENSG00000179862	CITED4	Gene Expression
ENSG00000171793	CTPS1	Gene Expression
ENSG00000171790	SLFNL1	Gene Expression
ENSG00000010803	SCMH1	Gene Expression
ENSG00000204060	FOXO6	Gene Expression
ENSG00000127129	EDN2	Gene Expression
ENSG00000127124	HIVEP3	Gene Expression
ENSG00000044012	GUCA2B	Gene Expression
ENSG00000197273	GUCA2A	Gene Expression
ENSG00000198815	FOXJ3	Gene Expression
ENSG00000177181	RIMKLA	Gene Expression
ENSG00000066185	ZMYND12	Gene Expression
ENSG00000127125	PPCS	Gene Expression
ENSG00000186409	CCDC30	Gene Expression
ENSG00000171960	PPIH	Gene Expression
ENSG00000065978	YBX1	Gene Expression
ENSG00000164007	CLDN19	Gene Expression
ENSG00000117385	P3H1	Gene Expression
ENSG00000274386	TMEM269	Gene Expression
ENSG00000177868	SVBP	Gene Expression
ENSG00000164010	ERMAP	Gene Expression
ENSG00000164011	ZNF691	Gene Expression
ENSG00000117394	SLC2A1	Gene Expression
ENSG00000186973	FAM183A	Gene Expression
ENSG00000117395	EBNA1BP2	Gene Expression
ENSG00000243710	CFAP57	Gene Expression
ENSG00000179178	TMEM125	Gene Expression
ENSG00000253313	C1orf210	Gene Expression
ENSG00000066056	TIE1	Gene Expression
ENSG00000117400	MPL	Gene Expression
ENSG00000117399	CDC20	Gene Expression
ENSG00000066322	ELOVL1	Gene Expression
ENSG00000159479	MED8	Gene Expression
ENSG00000198198	SZT2	Gene Expression
ENSG00000178922	HYI	Gene Expression
ENSG00000142949	PTPRF	Gene Expression
ENSG00000066135	KDM4A	Gene Expression
ENSG00000126091	ST3GAL3	Gene Expression
ENSG00000117407	ARTN	Gene Expression
ENSG00000117408	IPO13	Gene Expression
ENSG00000132768	DPH2	Gene Expression
ENSG00000117410	ATP6V0B	Gene Expression
ENSG00000117411	B4GALT2	Gene Expression
ENSG00000159214	CCDC24	Gene Expression
ENSG00000196517	SLC6A9	Gene Expression
ENSG00000171872	KLF17	Gene Expression
ENSG00000283039	KLF18	Gene Expression
ENSG00000178028	DMAP1	Gene Expression
ENSG00000117419	ERI3	Gene Expression
ENSG00000187147	RNF220	Gene Expression
ENSG00000126106	TMEM53	Gene Expression
ENSG00000198520	ARMH1	Gene Expression
ENSG00000142945	KIF2C	Gene Expression
ENSG00000142959	BEST4	Gene Expression
ENSG00000173846	PLK3	Gene Expression
ENSG00000188396	TCTEX1D4	Gene Expression
ENSG00000222009	BTBD19	Gene Expression
ENSG00000117425	PTCH2	Gene Expression
ENSG00000070785	EIF2B3	Gene Expression
ENSG00000126107	HECTD3	Gene Expression
ENSG00000126088	UROD	Gene Expression
ENSG00000162415	ZSWIM5	Gene Expression
ENSG00000186603	HPDL	Gene Expression
ENSG00000132781	MUTYH	Gene Expression
ENSG00000132773	TOE1	Gene Expression
ENSG00000070759	TESK2	Gene Expression
ENSG00000280670	CCDC163	Gene Expression
ENSG00000132763	MMACHC	Gene Expression
ENSG00000117450	PRDX1	Gene Expression
ENSG00000117448	AKR1A1	Gene Expression
ENSG00000132780	NASP	Gene Expression
ENSG00000159588	CCDC17	Gene Expression
ENSG00000159592	GPBP1L1	Gene Expression
ENSG00000159596	TMEM69	Gene Expression
ENSG00000197429	IPP	Gene Expression
ENSG00000086015	MAST2	Gene Expression
ENSG00000117461	PIK3R3	Gene Expression
ENSG00000117472	TSPAN1	Gene Expression
ENSG00000250719	P3R3URF	Gene Expression
ENSG00000085998	POMGNT1	Gene Expression
ENSG00000171357	LURAP1	Gene Expression
ENSG00000085999	RAD54L	Gene Expression
ENSG00000132128	LRRC41	Gene Expression
ENSG00000173660	UQCRH	Gene Expression
ENSG00000117481	NSUN4	Gene Expression
ENSG00000117480	FAAH	Gene Expression
ENSG00000197587	DMBX1	Gene Expression
ENSG00000282881	TMEM275	Gene Expression
ENSG00000162456	KNCN	Gene Expression
ENSG00000079277	MKNK1	Gene Expression
ENSG00000142961	MOB3C	Gene Expression
ENSG00000123472	ATPAF1	Gene Expression
ENSG00000186118	TEX38	Gene Expression
ENSG00000159658	EFCAB14	Gene Expression
ENSG00000142973	CYP4B1	Gene Expression
ENSG00000187048	CYP4A11	Gene Expression
ENSG00000186377	CYP4X1	Gene Expression
ENSG00000186160	CYP4Z1	Gene Expression
ENSG00000162365	CYP4A22	Gene Expression
ENSG00000162366	PDZK1IP1	Gene Expression
ENSG00000162367	TAL1	Gene Expression
ENSG00000123473	STIL	Gene Expression
ENSG00000162368	CMPK1	Gene Expression
ENSG00000186790	FOXE3	Gene Expression
ENSG00000186564	FOXD2	Gene Expression
ENSG00000269113	TRABD2B	Gene Expression
ENSG00000117834	SLC5A9	Gene Expression
ENSG00000132122	SPATA6	Gene Expression
ENSG00000186094	AGBL4	Gene Expression
ENSG00000162373	BEND5	Gene Expression
ENSG00000162374	ELAVL4	Gene Expression
ENSG00000142700	DMRTA2	Gene Expression
ENSG00000185104	FAF1	Gene Expression
ENSG00000123080	CDKN2C	Gene Expression
ENSG00000204006	C1orf185	Gene Expression
ENSG00000123091	RNF11	Gene Expression
ENSG00000085831	TTC39A	Gene Expression
ENSG00000085832	EPS15	Gene Expression
ENSG00000117859	OSBPL9	Gene Expression
ENSG00000078618	NRDC	Gene Expression
ENSG00000169213	RAB3B	Gene Expression
ENSG00000117862	TXNDC12	Gene Expression
ENSG00000198841	KTI12	Gene Expression
ENSG00000134717	BTF3L4	Gene Expression
